question,answer,category,적용대상,출처
일과 병행하며 공부할 때 시간 확보와 최소 루틴은 어떻게 해야 하나요?,"바쁜 날에는 단어 암기, 인강 1강만이라도 반드시 챙기고, 여유 있을 때 진도와 복습을 추가로 진행하세요. 꾸준히 최소 루틴만 지켜도 장기적으로 효과가 있습니다.",학습법,공통,line164
단어를 매일 외워야 하나요?,"네, 단어는 매일 반복하는 것이 가장 중요합니다. 단어 암기량이 부담될 경우 하루에 1~2강씩, 주말에 더 많이 챙기면 됩니다.",영어,공통,line165
"문법, 독해, 논리 인강과 단어 암기는 어떤 순서와 방식이 좋나요?","문과 기준으로 인강은 lv1(문법, 독해, 논리) → lv2(고난도/응용) 순서로 듣고, 단어는 매일 꾸준히 암기하는 것이 좋습니다.",커리큘럼,문과,line166
모의고사 성적 분석과 오답 활용은 어떻게 하면 되나요?,"모의고사는 점수에 너무 연연하지 말고, 틀린 문제의 원인(어휘, 문법, 논리, 독해 등)을 파악한 뒤 오답노트에 정리하세요. 시험 전까지 반복 복습이 중요합니다.",시험준비,공통,line167
공부 루틴이 무너졌거나 컨디션이 안 좋을 때 최소 챙길 것은?,"건강이 우선이므로 무리하지 말고, 단어 암기만이라도 챙기고 컨디션 회복 후 진도와 복습을 따라잡으면 됩니다.",학습법,공통,line168
교환학생 학점이나 계절학기 등 학점 관련 문의는 어떻게 해야 하나요?,대학마다 인정 여부가 다르기 때문에 반드시 지원 대학 입학처에 직접 문의해서 정확히 확인하는 것이 가장 좋습니다.,입시정보,공통,line169
단어 암기에 활용할 수 있는 앱이나 도구가 있나요?,퀴즐렛(Quizlet) 등 단어 암기 앱을 활용하면 반복 학습에 효과적입니다.,영어,공통,line170
강의 선택 및 레벨 배정 기준이 있나요?,"문과는 주로 김신근, 정병권 강사의 인강을 활용하며, 실력에 따라 레벨 1부터 시작해 점차 레벨을 올립니다. OT 강의를 들어보고 본인에게 맞는 강사를 선택하면 됩니다.",커리큘럼,문과,line171
"모의고사에서 장문 독해, 순서/삽입 문제 오답이 많을 때 보완 방법은?","장문 독해는 어휘력 부족에서 오는 경우가 많으니 단어 암기에 더 투자하고, 순서/삽입 파트는 문제를 반복적으로 풀면서 단서 찾는 연습을 하세요.",시험준비,문과,line172
문법 공부가 부족한 것 같은데 어떻게 복습해야 하나요?,"강의에서 다룬 기출/중요 문법을 위주로 오답 정리를 하고, 문법은 너무 지엽적인 부분까지 깊게 파지 말고 실전 문제를 풀면서 보충하는 방식이 좋습니다.",영어,문과,line173
정병권 단어장과 보카바이블을 병행해야 하나요?,"이미 정병권T 단어장 회독을 진행했다면, 보카바이블에 시간을 더 투자해 단어의 폭을 넓히는 것도 좋습니다. 보카바이블 1회독 후 정병권 단어장으로 돌아가도 괜찮습니다.",영어,이과,line174
단어장(정병권/보카바이블) 회독과 암기 비율 목표는 어떻게 되나요?,"상반기엔 101~301, 보카바이블 A권을 중점적으로 암기하며, 2회독 때 60~70% 암기, 101은 85%, 301은 60% 수준을 목표로 합니다. B권은 하반기에 데일리테스트와 병행하는 것이 효율적입니다.",영어,이과,line175
영어 단어 암기를 효과적으로 하는 방법이 궁금합니다.,"퀴즐렛 등 암기 앱 활용, 매일 반복, 파생어·동의어는 2회독 때 암기, 모르는 단어는 별도 정리해서 자주 복습하는 것이 좋습니다.",영어,공통,line176
영어 문법/논리/독해 인강과 단어 암기는 어떤 순서와 루틴이 좋은가요?,"문법 개념 완강 후 논리 101, 단독·장독 101 순서로 진도, 단어는 매일 반복, 각 파트별 개념·문제 모두 꼼꼼히 복습해야 실력이 쌓입니다.",커리큘럼,이과,line177
문법 교재 복습은 어떻게 해야 하나요?,"1주에 6챕터씩 복습하여 6월까지 3회독, 101은 개념, 201/301은 문제 위주로 여러 번 풀면서 약점 파악 및 반복 복습이 효과적입니다.",영어,공통,line178
"학교 수업과 편입 공부를 병행할 때, 시간 배분은 어떻게 하나요?","전공 공부 3시간, 편입 공부 6~7시간 등 상황에 맞게 배분, 진도가 너무 안 나갈 땐 전공 시간을 줄여 편입에 투자, 시험기간에는 단어 암기 등 최소 루틴만 유지합니다.",학습법,공통,line179
수학 진도/복습/문제풀이의 효율적인 루틴은 무엇인가요?,"단원 개념 강의-노트정리-유형별/심화별-하프테스트/고완풀 순서로 진행, 복습은 진도와 병행, 문제는 유형별·심화별로 반복 풀이, 틀린 문제는 오답노트에 기록해 복습",수학,이과,line180
"수학(선형대수, 급수, 적분 등)에서 어려운 파트는 어떻게 준비하면 좋을까요?","새로운 단원(선형대수 등)은 강의와 병행, 기초 단원은 반복 복습, 급수·미분 응용 등은 다양한 문제 유형 경험, 하프테스트/고완풀 등 실전 문제풀이 반복",수학,이과,line181
"위클리테스트, 데일리테스트는 어떻게 활용하는 게 좋나요?","위클리테스트는 50분 내에 실제 시험처럼 풀고, 오답 복습과 피드백 확인, 데일리테스트는 단어와 복습 위주로 활용",시험준비,공통,line182
"모의고사는 언제부터, 어떤 목적으로 응시하면 좋나요?","진도 중간마다, 성적·문제 유형 파악과 실전 감각, 틀린 문제/약점 분석에 중점, 점수보단 오답 분석이 더 중요합니다.",시험준비,공통,line183
단어를 매일 외워야 하나요?,"네, 단어는 매일 반복 암기하는 것이 가장 중요하며, 암기량이 부담되면 하루 최소량만, 주말에 보충하는 방식도 좋습니다.",영어,공통,line184
시험기간·컨디션 저하 시 최소 루틴은?,"단어 암기와 인강 1강만이라도 꼭 챙기고, 이후 진도·복습을 따라가는 것이 좋습니다.",학습법,공통,line185
모의고사 성적표는 어떻게 분석하고 오답은 어떻게 활용해야 하나요?,"틀린 문제의 파트(어휘, 문법, 논리, 독해 등) 파악, 오답노트 작성, 문제별로 왜 틀렸는지 분석 후 근거 찾는 연습이 중요합니다.",시험준비,공통,line186
컨디션 저하·아플 때 공부는 어떻게 하나요?,"건강이 우선, 단어만이라도 챙기고 컨디션 회복 후 진도 따라가면 됩니다.",학습법,공통,line187
정병권 단어장 단어 암기는 어떻게 하면 되나요?,첫 회독은 표제어 50% 암기를 목표로 하세요. 여러 번 반복해서 회독하면 자연스럽게 암기율이 올라갑니다.,영어,문과,line188
단어 암기 방법은 어떻게 해야 효과적인가요?,"하루에 2~3챕터씩 외우고, 반복 회독하며 모르는 단어는 따로 정리하여 자주 복습하세요. 암기 앱(퀴즐렛) 활용도 추천합니다.",영어,공통,line189
"학교, 시험, 과제와 병행할 때 최소 루틴은 무엇인가요?","바쁠 때는 단어 암기만이라도 꼭 챙기고, 시간 여유 있을 때 인강과 문제풀이까지 추가하세요.",학습법,공통,line190
"단어장 101, 201, 301은 어떻게 회독해야 하나요?","상반기에는 101~301을 계속해서 반복 회독하세요. 1회독은 101-301, 2회독은 201-301, 그 후에는 301 등으로 순환하며 반복하면 좋습니다.",영어,문과,line191
단어 외우는 데 시간이 오래 걸리거나 부담될 땐 어떻게 해야 하나요?,100% 암기를 목표로 하기보다 50~70%만 외우고 회독을 늘리면 자연스럽게 암기율이 오릅니다.,영어,공통,line192
문법/논리/독해 인강은 어떤 순서로 듣는 게 좋은가요?,"문법 완강 후 논리, 단독, 장독 순서로 듣고, 강의 후에는 복습 및 오답정리를 꼭 하세요.",커리큘럼,문과,line193
"시험기간, 컨디션 저하 등으로 공부량이 줄 때는 어떻게 해야 하나요?","몸이 안 좋거나 일정이 많으면 단어 암기만이라도 꼭 챙기고, 컨디션 회복 후 진도와 복습을 따라가세요.",학습법,공통,line194
모의고사와 실전시험 대비 방법은 어떻게 해야 하나요?,"모의고사 신청은 꼭 챙기고, 오답 분석할 때는 파트별로 약점과 원인을 정리하여 복습하세요. 점수에 집착하기보다 틀린 문제 파악이 중요합니다.",시험준비,공통,line195
논리/독해가 어렵게 느껴질 때 어떻게 접근하면 좋나요?,"논리, 독해는 단어 암기가 뒷받침되어야 하며, 매일 꾸준히 강의 듣고 문제를 반복해서 풀어보는 것이 중요합니다.",영어,문과,line196
강의 수강 및 교재 구매는 어떤 순서로 진행하나요?,"OT를 들은 후 강사와 커리큘럼을 정하고, 정병권 문법101, 논리101 등 교재를 차례대로 구매해 진도를 따라가면 됩니다.",커리큘럼,문과,line197
시험기간이라 공부를 많이 못했는데 어떻게 해야 할까요?,시험기간에는 최소 공부량만 유지하시고 단어와 강의 1개 정도만 꼭 챙겨주세요.,FAQ,공통,line198
학교와 시험을 병행하느라 시간이 부족한데 어떻게 공부해야 할까요?,학교 일정 때문에 시간이 부족하다면 단어 정도는 꼭 챙기고 남는 시간에 강의나 문제풀이를 병행하세요.,FAQ,공통,line199
과제가 많아 공부를 다 못할 것 같아요. 어떻게 해야 하나요?,"시간이 안 나면 최소한 단어는 꼭 챙겨주시고, 여유가 나면 조금씩 진도를 따라가면 됩니다.",FAQ,공통,line200
전날 공부를 못했는데 오늘 어떻게 보충하면 좋을까요?,어제 못한 부분은 오늘 최대한 챙기고 계획 지켜서 보충해주시면 됩니다.,FAQ,공통,line201
공부시간이 줄었을 때 어떻게 대처해야 할까요?,"시간이 줄었을 때는 단어와 핵심 강의만 우선 챙기고, 이후 보충 시간을 활용하세요.",FAQ,공통,line202
영어 독해 인강은 어떻게 듣는 게 좋을까요?,"하루에 최소 1강씩 꾸준히 들어주시고, 들은 강의는 반드시 복습하며 문법과 단어를 같이 챙겨주세요.",영어,공통,line203
영어 성적을 올리려면 무엇을 집중해야 할까요?,단어 암기와 인강을 꾸준히 챙겨주시고 모의고사 성적 분석을 통해 부족한 파트를 보완하세요.,영어,공통,line204
영어 문법이 남았는데 어떻게 끝내야 할까요?,하루에 챕터 단위로 나눠서 꾸준히 학습하시고 남은 강의는 1~2주 내로 완강 목표를 세워주세요.,영어,공통,line205
선형대수가 너무 어렵습니다. 어떻게 공부하면 좋을까요?,"선형대수는 개념 영상을 여러 번 보고, 예제와 심화 문제를 반복 풀이하면서 개념을 문제에 적용해보세요.",수학,이과,line206
선형사상 개념은 알겠는데 문제풀이가 어렵습니다.,"해설 영상을 보며 풀이 과정을 꼼꼼히 따라가고, 비슷한 문제를 반복해서 풀어보며 감을 익히세요.",수학,이과,line207
다변수미적분은 언제부터 시작하는 게 좋을까요?,"기존 복습이 끝나는 시점부터 바로 시작하시고, 진도는 빠르게 나가되 복습을 병행하세요.",수학,이과,line208
수학 데일리테스트는 어떻게 활용하면 좋을까요?,8문제 전부 풀어보고 틀린 문제는 오답노트로 정리해 반복 학습하세요.,수학,이과,line209
수학 점수를 올리려면 무엇에 집중해야 할까요?,"문제를 최대한 많이 풀고, 풀었던 문제도 다시 반복해서 복습하면서 실수를 줄이는 데 집중하세요.",수학,이과,line210
김영 모의고사는 왜 꼭 신청해야 하나요?,현재 위치를 파악하고 공부 방향을 점검할 수 있으니 반드시 응시해주시는 게 좋습니다.,시험준비,공통,line211
모의고사 결과는 어떻게 활용하면 좋을까요?,결과에서 틀린 문제를 분석하고 부족한 파트를 보완하는 학습 전략을 세우세요.,시험준비,공통,line212
시험기간 공부량은 어떻게 조절해야 할까요?,시험기간에는 최소 단어와 강의 1개를 유지하면서 무리하지 않는 범위에서 학습하세요.,시험준비,공통,line213
효율적인 공부 루틴을 만들려면 어떻게 해야 할까요?,"오전·오후 시간을 나눠서 루틴을 정하고, 매일 플래너에 맞춰 계획을 실천하세요.",학습법,공통,line214
문제풀이를 잘하려면 어떻게 해야 할까요?,공식을 단순 암기하지 말고 어떤 상황에서 어떤 개념을 써야 하는지 항상 고민하며 연습하세요.,학습법,이과,line215
계산 실수를 줄이는 방법이 있을까요?,"빈 종이에 풀이 과정을 적으며 연습하고, 오답노트에 계산 실수 유형을 따로 정리해 반복 확인하세요.",학습법,공통,line216
